TimestampRx	TimestampTx	AccX	AccY	AccZ	MagnX	MagnY	MagnZ	GyroX	GyroY	GyroZ	qW	qX	qY	qZ	HDR_AccX	HDR_AccY	HDR_AccZ
15	56137	-87	18	-945	323	-458	-250	0.25	4	9.5	-0.02395293	0.8495507	-0.5269629	9.132808E-05	0	0	0
15	56156	-204	-85	-940	316	-461	-244	-0.25	3	3.375	-0.02492147	0.853037	-0.5212339	-0.004702018	0	0	0
15	56176	-139	33	-988	317	-462	-243	-2.9375	2.625	-4.6875	-0.02387859	0.8567241	-0.515142	-0.009074192	0	0	0
15	56196	-136	0	-945	322	-460	-254	-2.4375	1.3125	-12.5	-0.02205057	0.8613771	-0.5073001	-0.01377869	0	0	0
31	56216	-162	5	-947	327	-459	-268	-2.25	2.0625	-22.1875	-0.02047444	0.8659312	-0.4994407	-0.0174074	0	0	0
15	56236	-94	51	-983	328	-463	-270	-0.1875	1.75	-21.875	-0.01885621	0.8698751	-0.4925131	-0.01981561	0	0	0
15	56256	-24	133	-988	332	-457	-292	-2.9375	4.875	-26.5	-0.01348062	0.8732054	-0.4867436	-0.02028097	0	0	0
15	56276	-57	105	-947	331	-455	-305	0.3125	1.9375	-33.9375	-0.00977287	0.8766806	-0.4804758	-0.0218801	0	0	0
31	56296	-93	79	-968	330	-450	-329	-2.1875	1.875	-30.1875	-0.007004831	0.8801468	-0.4740344	-0.02416553	0	0	0
15	56320	27	178	-958	327	-447	-358	0.5	1.25	-35.6875	-0.001548219	0.8829848	-0.468739	-0.02488202	0	0	0
15	56340	59	188	-985	324	-449	-382	-1.5	1.75	-40.6875	0.004929346	0.8853655	-0.4641919	-0.02509209	0	0	0
31	56359	73	199	-982	312	-445	-406	-0.5	1.0625	-40.125	0.01178423	0.8869627	-0.4610156	-0.024959	0	0	0
15	56379	-4	177	-962	303	-446	-418	-1.9375	2.5	-34.8125	0.01794	0.8879123	-0.4589406	-0.02575615	0	0	0
15	56399	-35	170	-944	277	-441	-455	-0.4375	2	-28.5	0.02262703	0.8882295	-0.4580536	-0.02689422	0	0	0
15	56419	19	193	-1005	261	-446	-475	1.625	3.625	-35.9375	0.02696929	0.887848	-0.4585054	-0.02777238	0	0	0
31	56439	40	188	-1004	222	-439	-488	-2.0625	0.1875	-38	0.03091131	0.8870054	-0.4598329	-0.02862635	0	0	0
15	56459	60	156	-1013	209	-434	-500	-3.3125	2.0625	-35.125	0.03442599	0.8849171	-0.4636063	-0.02838531	0	0	0
15	56479	92	106	-1016	175	-432	-512	-0.4375	0.8125	-19.6875	0.03833265	0.8808795	-0.4710093	-0.02705809	0	0	0
15	56499	81	129	-925	138	-430	-519	1.75	3.75	-15.875	0.04163064	0.8751178	-0.4814849	-0.02465789	0	0	0
31	56519	149	117	-1048	121	-431	-521	-0.875	3.8125	-7.375	0.04424169	0.8694977	-0.491439	-0.02245333	0	0	0
15	56539	60	132	-612	96	-429	-534	2.375	2.25	-1.9375	0.04685654	0.8637462	-0.5013283	-0.02041563	0	0	0
15	56559	206	23	-1103	83	-428	-539	-1.75	1.375	-1.375	0.04858758	0.8536928	-0.518296	-0.01473489	0	0	0
15	56578	272	54	-1107	56	-424	-534	-2	1.9375	3.0625	0.05246931	0.8435643	-0.5343567	-0.01045044	0	0	0
31	56598	294	3	-953	55	-424	-539	0.25	2.5625	8.75	0.05645506	0.834386	-0.5482455	-0.006305044	0	0	0
15	56618	185	-9	-799	43	-419	-551	3.875	4.3125	16.375	0.05920789	0.8240838	-0.5633627	-0.001687506	0	0	0
15	56638	285	27	-936	46	-419	-554	-0.3125	2.6875	27.25	0.06392432	0.8080384	-0.5856357	0.004313924	0	0	0
31	56658	265	13	-1014	62	-412	-558	-0.125	3.625	34.125	0.06606521	0.7931388	-0.6053576	0.01040842	0	0	0
15	56678	185	-110	-818	68	-411	-553	2.1875	-1.4375	43.5625	0.06703764	0.7804469	-0.6214075	0.01616666	0	0	0
15	56698	122	-173	-893	102	-412	-555	-7	2.625	40.25	0.06445377	0.7704111	-0.6338763	0.02265609	0	0	0
31	56718	16	-226	-976	140	-412	-551	-1.3125	2.8125	32.5	0.05706773	0.768271	-0.636978	0.02760243	0	0	0
15	56738	43	-193	-938	162	-414	-546	-0.75	2.75	25.75	0.04832441	0.7710894	-0.6341352	0.0309571	0	0	0
31	56758	38	-199	-968	206	-419	-528	-2.125	6.125	24.9375	0.04028535	0.7756069	-0.6290323	0.03360584	0	0	0
15	56778	112	-150	-979	224	-422	-512	-1.625	2.1875	28.3125	0.03359478	0.7803245	-0.6234168	0.03628381	0	0	0
15	56797	58	-196	-948	263	-432	-481	-4.25	1	34.3125	0.02570769	0.7865342	-0.6158957	0.03708695	0	0	0
15	56817	-57	-204	-971	291	-435	-455	-5	1.0625	34.8125	0.01638749	0.7949802	-0.6053818	0.03536594	0	0	0
15	56837	-93	-217	-986	318	-442	-406	-3.125	3.625	29.8125	0.00737763	0.8036178	-0.5942104	0.0325247	0	0	0
31	56857	-67	-146	-993	320	-443	-394	-2.5625	2.4375	23.9375	0.0003516657	0.8114186	-0.5836726	0.03043251	0	0	0
15	56877	-143	-147	-984	330	-455	-356	-4.3125	1.3125	20.875	-0.005614867	0.8186011	-0.5736851	0.02731243	0	0	0
15	56897	-127	-45	-996	326	-456	-322	-3.25	0.8125	16	-0.009808111	0.8244318	-0.5652727	0.02613153	0	0	0
31	56917	-125	-79	-1002	334	-455	-306	-3.25	2.5	17.5	-0.01319108	0.8298431	-0.5573781	0.02271648	0	0	0
15	56937	-105	-76	-942	331	-464	-292	-1	0.9375	19.25	-0.01755973	0.8347539	-0.5499741	0.02015189	0	0	0
15	56957	-140	-13	-1012	331	-464	-269	-1.8125	2.5625	13.875	-0.02069101	0.8392816	-0.5430477	0.01665858	0	0	0
31	56977	-109	-120	-978	327	-460	-262	0.6875	2.75	12.75	-0.02351864	0.8434365	-0.5365626	0.012742	0	0	0
0	56996	-90	10	-943	329	-462	-246	-0.6875	1.375	8.875	-0.02573544	0.8472543	-0.5304906	0.00881217	0	0	0
31	57016	-184	38	-988	328	-463	-242	0.3125	1.875	4.5625	-0.0268345	0.8511105	-0.5242901	0.003290719	0	0	0
15	57036	-224	-73	-953	324	-468	-236	-1.0625	2.8125	-6.5625	-0.03107902	0.8568512	-0.5146097	-0.004116401	0	0	0
46	57056	-273	-102	-951	331	-465	-229	-1.0625	1.8125	-15.875	-0.03517052	0.8623686	-0.5049427	-0.01077595	0	0	0
15	57076	-159	2	-978	325	-462	-234	-2	1.375	-30.6875	-0.03596544	0.8676131	-0.4957007	-0.01532024	0	0	0
0	57096	-71	47	-994	335	-460	-238	-3.875	3.0625	-29.25	-0.03329065	0.8719736	-0.4881158	-0.01722442	0	0	0
15	57116	-20	100	-947	334	-452	-253	-3.125	3.5625	-25.3125	-0.02849649	0.875797	-0.4814914	-0.01826316	0	0	0
31	57136	-31	118	-994	341	-453	-256	0.0625	3.125	-28.625	-0.02418272	0.879592	-0.4747103	-0.01957465	0	0	0
15	57156	-18	118	-1000	347	-451	-279	-1.3125	2	-23.375	-0.02085298	0.8828917	-0.468646	-0.02093999	0	0	0
15	57180	0	177	-1012	345	-446	-299	-0.3125	2.1875	-29	-0.0150562	0.8859369	-0.4630053	-0.02269875	0	0	0
31	57200	-32	143	-972	347	-444	-309	0.3125	3.5625	-30.5	-0.009075902	0.8888562	-0.4574499	-0.02432601	0	0	0
